Name,Material,Sales Contact,Contact Number,Email,Address,City,State,Latitude,Longitude,pin_color,Location_type,notes,service
Lafarge/Holcim,Portland Cement,,401-467-8411,,"139 Terminal Rd., Providence, RI, 02905",Providence ,Rhode Island,41.7964274,-71.3925248,#7A4A176,Terminal,,Portland Cement
Lafarge/Holcim,Portland Cement,,800-845-1120,,"1801 Milford Street, Charleston, SC, 29405",Charleston,South Carolina,32.82759,-79.940414,#7A4A177,Terminal,,Portland Cement
Lafarge/Holcim,Portland Cement,,843-546-4151,,"Pier 31 Rd. Georgetown, SC, 29442",Georgetown,South Carolina,33.3699839,-79.268481,#7A4A178,Terminal,,Portland Cement
Lafarge/Holcim,Portland Cement,,800-845-7051,,"200 Safety Street/Highway 453, Holly Hill, SC, 29059",Holly Hill,South Carolina,33.320707,-80.410421,#7A4A179,Plant,,Portland Cement
Lafarge/Holcim,Portland Cement,,919-596-9141,,"308 South Plum Street, Durham, NC, 27703",Durham,North Carolina,35.9827848,-78.8848294,#7A4A180,Terminal,,Portland Cement
Lafarge/Holcim,Portland Cement,,718-445-2263,,"3130 College Point Blvd., Flushing, NY, 11354",Flushing,New York,40.7576482,-73.8340468,#7A4A181,Terminal,,Portland Cement
Lafarge/Holcim,Portland Cement,,800-422-6849,,"3051 Hamilton Blvd., Theodore, AL, 36582",Theodore,Alabama,30.554573,-88.1445717,#7A4A182,Plant,,Portland Cement
Lafarge/Holcim,Portland Cement,,615-771-1220,,"100 West Dairy St., Hope, AK, 71801",Hope,Arkansas,33.682108,-93.595771,#7A4A183,Terminal,,Portland Cement
Lafarge/Holcim,Portland Cement,,303-477-0432,,"1001 West 52nd Ave., Denver, CO, 80221",Denver ,Colorado,39.7910873,-105.0176661,#7A4A184,Terminal,,Portland Cement
Lafarge/Holcim,Portland Cement,,970-482-0122,,"3060 W. County Road 56, La Port, CO, 80535",La Port,Colorado,40.650559,-105.153033,#7A4A185,Terminal,,Portland Cement
Lafarge/Holcim,Portland Cement,,800-465-6266,,"3500 Highway 120, Florence, CO, 81226",Florence,Colorado,38.386629,-105.03966,#7A4A186,Plant,,Portland Cement
Lafarge/Holcim,Portland Cement,,888-625-4844,,"Highway 6 & 24, Rifle, CO, 81650",Rifle,Colorado,39.5508516,-107.780761,#7A4A187,Terminal,,Portland Cement
Lafarge/Holcim,Portland Cement,,770-606-1626,,"2961 Highway 411, White, GA, 30120",White,Georgia,34.237093,-84.757669,#7A4A188,Terminal,,Portland Cement
Lafarge/Holcim,Portland Cement,,770-787-1188,,"12143 Independence Dr., Covington, GA, ",Covington,Georgia,33.6161882,-83.8278261,#7A4A189,Terminal,,Portland Cement
Lafarge/Holcim,Portland Cement,,208-352-4418,,"350 Proctor St, Bliss, ID 83314",Bliss,Idaho,42.9267287,-114.9544337,#7A4A190,Terminal,,Portland Cement
Lafarge/Holcim,Portland Cement,,630-257-5416,,"12805 Grant Rd., Lemont, IL, 60439",Lemont,Illinois,41.698222,-87.9419664,#7A4A191,Terminal,,Portland Cement
Lafarge/Holcim,Portland Cement,,800-325-1176,,"2500 Portland Rd., Grand Chain, IL, 62941",Grand Chain,Illinois,37.221436,-88.872912,#7A4A192,Plant,,Portland Cement
Lafarge/Holcim,Portland Cement,,630-878-5468,,"1945 Patterson Rd., Joliet, IL, 60436",Joliet,Illinois,41.4818967,-88.1177062,#7A4A193,Terminal,,Portland Cement
Lafarge/Holcim,Slag Cement,,800-325-1176,,"2150 East 130th St., Chicago, IL, 60633",Chicago,Illinois,41.6592722,-87.5704545,#7A4A194,Terminal,,Portland Cement
Lafarge/Holcim,Portland Cement,,515-265-2224,,"2550 SE 43rd St., Des Moines, IA, 50317",Des Moines,Iowa,41.5609472,-93.5297474,#7A4A195,Terminal,,Portland Cement
Lafarge/Holcim,Portland Cement,,270-684-8863,,"1215 E. 2nd St., Owensboro, KY, 42303",Owensboro,Kentucky,37.7757725,-87.0979788,#7A4A196,Terminal,,Portland Cement
Lafarge/Holcim,Portland Cement,,225-355-8871,,"1255 Airline Highway, Baton Rouge, LA, 70805",Baton Rouge,Louisiana,30.5091117,-91.1522324,#7A4A197,Terminal,,Portland Cement
Lafarge/Holcim,Portland Cement,,,,,,,39.7837304,-100.445882,#7A4A198,,,Portland Cement
Lafarge/Holcim,Portland Cement,,*NOT FINISHED,,,,,39.7837304,-100.445882,#7A4A199,,,Portland Cement
Lafarge/Holcim,Portland Cement,,,,,,,39.7837304,-100.445882,#7A4A200,,,Portland Cement
Lafarge/Holcim,Portland Cement,,,,,,,39.7837304,-100.445882,#7A4A201,,,Portland Cement
Lafarge/Holcim,Portland Cement,,,,,,,39.7837304,-100.445882,#7A4A202,,,Portland Cement
Argos Cement,Portland Cement,Bill Norris,(216)-219-3448,Bnorris@Argos-US.com,"55 Leetsdale Industrial Dr, Leetsdale, PA 15056",Leetsdale,Pennsylvania,40.5673511,-80.2141398,#7A4A203,Terminal,,Portland Cement
Argos Cement,Portland Cement,Bill Norris,,,"411 Oberlin Ave SW, Massillon, OH 44647",Massillon,Ohio,40.7804362,-81.5229958,#7A4A204,Terminal,,Portland Cement
Argos Cement,Portland Cement,Bill Norris,,,"1826 Queen St, Martinsburg, WV 25401",Martinsburg,West Virgina ,39.4383058,-77.9738438,#7A4A205,Main Plant,,Portland Cement
Argos Cement,Portland Cement,,,,"155 Market Ave.Cordele, GA 31015",Cordele,Georgia,31.9871038,-83.7956948,#7A4A206,Cement Terminals,,Portland Cement
Argos Cement,Portland Cement,,301-874-8261,,"4120 Buckeystown Pike, Frederick, MD, 21704",Frederick,Maryland,39.3478272,-77.4265008,#7A4A207,Terminal,,Portland Cement
Argos Cement,Portland Cement,,800-331-0022,,"9680 Old Ridge Road, Ashland, VA, 23005",Ashland,Virginia,37.802835,-77.425693,#7A4A208,Terminal,,Portland Cement
Argos Cement,Portland Cement,,800-331-0022,,"4000 N.W.  County Road, Newberry, FL, 32669",Newberry,Florida,29.646882,-82.612998,#7A4A209,Plant,,Portland Cement
Argos Cement,Portland Cement,,800-331-0022,,"601 S Hoover Rd., Durham, NC, 27703",Durham ,North Carolina,35.9826202,-78.8631549,#7A4A210,Terminal,,Portland Cement
Argos Cement,Portland Cement,,800-331-0022,,"130 Builders Blvd., Fayetteville, NC, 28301",Fayetteville,North Carolina,35.0705631,-78.8786921,#7A4A211,Terminal,,Portland Cement
Argos Cement,Portland Cement,,800-331-0022,,"463 Judge St., Harleyville, SC, 29448",Harleyville,South Carolina,33.227408,-80.446834,#7A4A212,Plant,,Portland Cement
Argos Cement,Portland Cement,,800-331-0022,,"208 Jefferson St., Newnan, GA, 30263",Newnan,Georgia,33.3854368,-84.7909602,#7A4A213,Terminal,,Portland Cement
Argos Cement,Portland Cement,,800-331-0022,,"8039 Alabama 25 West, Calera, AL, 35040",Calera,Alabama,33.093626,-86.796254,#7A4A214,Plant,,Portland Cement
Argos Cement,Portland Cement,,800-331-0022,,"104 11th Ave. S, Meridian, MS, 39301",Meridian,Missouri,39.308947,-93.860852,#7A4A215,Terminal,,Portland Cement
Argos Cement,Portland Cement,,,,,,,39.7837304,-100.445882,#7A4A216,,,Portland Cement
Titan America/Roanoke Cement,Portland Cement,,(757) 494-1325,,"1332 Priority Ln, Chesapeake, VA 23324",Chesapeake,Virginia,36.8143084,-76.2857845,#7A4A217,Terminal,,Portland Cement
Titan America/Roanoke Cement,Portland Cement,,804-233-9669,,"2800 N Hopkins Rd Richmond, VA",Richmond,Virginia,37.5034707,-77.4495457,#7A4A218,Terminal,,Portland Cement
Titan America/Roanoke Cement,Admin Office,,757-858-6500,,"5700 Lake Wright Drive, Suite 300 Norfolk, VA 23502",Norfolk,Virginia,36.87893,-76.208953,#7A4A219,Admin Office,,Portland Cement
Titan America/Roanoke Cement,Portland Cement,,336-767-1201,,"3651 Penn Avenue (NE Hobson St) Winston Salem, NC  27105",Winston Salem,North Carolina,36.090747,-80.277282,#7A4A220,Terminal,,Portland Cement
Titan America/Roanoke Cement,Portland Cement,,910-675-2264,,"6411 Ideal Cement Rd Castle Hayne, NC  28429",Castle Hayne,North Carolina,34.377806,-77.847871,#7A4A221,Terminal,,Portland Cement
Titan America/Roanoke Cement,Portland Cement,,,,"404 E Preston St Selma, NC  27576",Selma,North Carolina,35.5304706,-78.2835114,#7A4A222,Terminal,,Portland Cement
Mitsubishi Cement,Portland Cement,,702-932-3900,,"(corporate office)  151 Cassia Way, Henderson, NV 89014",Henderson,Nevada,36.033135,-114.984624,#7A4A223,,,Portland Cement
Mitsubishi Cement,Portland Cement,,760-248-7373,,"(Cushenbury site) 5808 State Highway 18, Lucerne Valley, CA 92356",Lucerne Valley,California,35.388916,-120.603031,#7A4A224,,,Portland Cement
Salt River Materials Group,Phoenix Cement,,480-850-5757,sales@srmaterials.com,"8800 E Chaparral Rd. Suite 155, Scottsdale, AZ 85250",Scottsdale ,Arizona,33.737995,-111.744878,#7A4A225,Corporate/Sales,,Portland Cement
Salt River Materials Group,Phoenix Cement,,480-850-5757,sales@srmaterials.com,"5402 W Buchanan St. Phoenix, AZ 85043",Phoenix,Arizona,33.4429678,-112.1746625,#7A4A226,54th Ave. Terminal,,Portland Cement
Salt River Materials Group,Phoenix Cement,,800-458-7405,sales@srmaterials.com,"601 N Cement Plant Rd., Clarkdale, AZ 86324",Clarkdale,Arizona,34.768586,-112.0736228,#7A4A227,Clarkdale Plant,,Portland Cement
Salt River Materials Group,Phoenix Cement,,480-850-5757,sales@srmaterials.com,"1941 W Lower Buckeye Rd., Phoenix, AZ 85009",Phoenix,Arizona,33.4221321,-112.1000817,#7A4A228,Lower Buckeye Terminal,,Portland Cement
Martin Marietta,Portland Cement,Customer service,866-894-6010,,"11453 County Road 53, Celina, TX 75009",Celina,Texas,33.29009,-96.7956901,#7A4A229,Celina Terminal,,Portland Cement
Martin Marietta,Portland Cement,,972-647-6700,,"11453 County Road 53, Celina, TX 75009",Celina,Texas,33.29009,-96.7956901,#7A4A230,Midlothian Cement Plant,,Portland Cement
Martin Marietta,Portland Cement,Alberto Calleros,972-647-7114,,"245 Ward Road, Midlothian, TX 76065",Midlothian,Texas,32.481168,-97.033312,#7A4A231,Midlothian Cement Plant,,Portland Cement
Martin Marietta,Portland Cement,District office,972-647-4985,,,,,39.7837304,-100.445882,#7A4A232,,,Portland Cement
Martin Marietta,Portland Cement,Rodney Macon,713-816-8529,,"1930 South John Ben Shepperd Parkway, Odessa, TX 79766",Odessa,Texas,31.878278,-102.387464,#7A4A233,Odessa Cement Terminal,,Portland Cement
Illinois Cement,Portland Cement,Shawn Mages ,815-224-2112,..,"1601 Rockwell Rd., LaSalle, IL 61301",LaSalle ,Illinois,41.3317859,-89.0674585,#7A4A234,Plant,,Portland Cement
Illinois Cement,Slag Cement,Josh Farr,816-985-5354,jfarr@skywaycement.com,"3020 E 103rd St, Chicago, IL, 60617",Chicago,Illinois,41.7085613,-87.5503503,#7A4A235,Plant,,Portland Cement
Illinois Cement,Slag Cement,Robert Carrillo,219-796-7191,rcarillo@skywaycement.com,"3020 E 103rd St, Chicago, IL, 60617",Chicago,Illinois,41.7085613,-87.5503503,#7A4A236,Plant,,Portland Cement
Illinois Cement,Portland Cement,Dan Miller,815-389-1607,,"13700 Dearborn Ave., South Beloit, IL, 61080",South Beloit ,Illinois,42.470785,-89.020309,#7A4A237,Terminal,,Portland Cement
Illinois Cement,,,,,,,,39.7837304,-100.445882,#7A4A238,,,Portland Cement
Kosmos Cement,Portland Cement,,502-935-7331,,"15301 Dixie Hwy, Louisville, KY, 40272",Louisville,Kentucky,38.0362745,-85.9085517,#7A4A239,Plant,,Portland Cement
Kosmos Cement,Portland Cement,,502-933-0211,,"Main St. & River Front, Ceredo, WV, 25507",Ceredo,West Virginia,38.396529,-82.558723,#7A4A240,Terminal,,Portland Cement
Kosmos Cement,Portland Cement,,304-345-2031,,"1007 Maccorkle Avenue SW, Charleston, WV, 25303",Charleston,West Virginia,38.3641258,-81.6738839,#7A4A241,Terminal,,Portland Cement
Kosmos Cement,Portland Cement,,513-251-3366,,"200 Barkley St., Cincinnati, OH, 45204",Cincinnati,Ohio,39.076247,-84.604473,#7A4A242,Terminal,,Portland Cement
Kosmos Cement,Portland Cement,,317-358-1995,,"1051 South Emerson, Indianapolis, IN, 46203",Indianapolis,Indiana,39.7540652,-86.0798045,#7A4A243,Terminal,,Portland Cement
Kosmos Cement,Portland Cement,,859-252-7555,,"958 Delaware Avenue, Lexington, KY, 40505",Lexington,Kentucky,38.0384412,-84.4725932,#7A4A244,Terminal,,Portland Cement
Kosmos Cement,Portland Cement,,812-838-3465,,"3301 Port West-East, Mt. Vernon, IN, 47620",Mount Vernon,Indiana,38.400247,-86.934531,#7A4A245,Terminal,,Portland Cement
Kosmos Cement,Portland Cement,,412-777-6047,,"200 Neville Road, Pittsburgh, PA, 15225",Pittsburgh,Pennsylvania,40.4942282,-80.0809961,#7A4A246,Terminal,,Portland Cement
Kosmos Cement,Portland Cement,,800-762-0040,,"21 Oldham St., Nashville, TN, 37213",Nashville,Tennesseee,36.1746568,-86.7762352,#7A4A247,Terminal,,Portland Cement
Cemex Cement,Portland Cement,Kerry Burke,803-520-9000,,"6212 Cement Plant Road, Knoxville, TN, 37924",Knoxville,Tennessee,36.026204,-83.8380855,#7A4A248,Plant,,Portland Cement
Cemex Cement,Portland Cement,,844-532-3639,,"500 West Industry Drive, Kingsport, TN, 37660",Kingsport,Tennessee,36.545289,-82.569973,#7A4A249,Terminal,,Portland Cement
Cemex Cement,Portland Cement,Kerry Burke,803-520-9000,,"2720 Highway 341 South, Clinchfield, GA, 31013",Clinchfield,Georgia,33.364084,-83.665928,#7A4A250,Plant,,Portland Cement
Cemex Cement,Portland Cement,,844-532-3639,,"6891 McEvers Rd., Buford, GA, 30518",Buford,Georgia,34.122029,-83.977153,#7A4A251,Terminal,,Portland Cement
Cemex Cement,Portland Cement,,844-532-3639,,"1801 Rome Highway, Rockmart, GA, 30153",Rockmart,Georgia,33.9979,-85.0594,#7A4A252,Terminal,,Portland Cement
Cemex Cement,Portland Cement,,844-532-3639,,"5115 Old Dixie Road, Forest Park, GA, 30297",Forest Park,Georgia,33.615206,-84.383279,#7A4A253,Terminal,,Portland Cement
Cemex Cement,Portland Cement,,844-532-3639,,"1001 N Hoskins Rd.,  Charlotte, NC, 28216",Charlotte,North Carolina,35.2757806,-80.8727381,#7A4A254,Terminal,,Portland Cement
Cemex Cement,Portland Cement,,844-532-3639,,"2067 Salisbury Highway, Statesville, NC, 28677",Statesville,North Carolina,35.7618974,-80.8334334,#7A4A255,Terminal,,Portland Cement
Cemex Cement,Portland Cement,,844-532-3639,,"1617 Arcola Rd., Demopolis, AL, 36732",Demopolis,Alabama,32.510118,-87.804976,#7A4A256,Plant,,Portland Cement
Cemex Cement,Portland Cement,,844-532-3639,,"1216 Atate Dock Road, Decatur, AL, 35601",Decatur,Alabama,34.978147,-87.380113,#7A4A257,Terminal,,Portland Cement
Cemex Cement,Portland Cement,,844-532-3639,,"126 Telegraph Road, Prichard, AL, 36610",Prichard,Alabama,30.733617,-88.0643259,#7A4A258,Terminal,,Portland Cement
Cemex Cement,Portland Cement,,844-532-3639,,"760 South Barracks Warehouse #6, Pensacola, FL, 32594",Pensacola,Florida,30.403852,-87.317746,#7A4A259,Terminal ,,Portland Cement
Cemex Cement,Portland Cement,,844-532-3639,,"647 East Bay Loop, County Rd 83A, Freeport, FL, 32439",Freeport,Florida,30.489686,-86.141212,#7A4A260,Terminal,,Portland Cement
Cemex Cement,Portland Cement,,844-532-3639,,"6659 Hwy Ave, Jacksonville, FL, 32254",Jacksonville,Florida,30.3230159,-81.7569975,#7A4A261,Terminal,,Portland Cement
Cemex Cement,Portland Cement,,844-532-3639,,"1200 NW 137th Ave, Miami FL, 33182",Miami,Florida,25.7859008,-80.4202922,#7A4A262,Plant,,Portland Cement
Cemex Cement,Portland Cement,,844-532-3639,,"4020 Pendola Point Rd., Tampa, FL, 33619",Tampa,Florida,27.9021648,-82.409457,#7A4A263,Terminal,,Portland Cement
Cemex Cement,Portland Cement,,844-532-3639,,"110 E Olive Rd, Pensacola, FL, 32514",Pensacola,Florida,30.403852,-87.317746,#7A4A264,Terminal,,Portland Cement
Cemex Cement,Portland Cement,,844-532-3639,,"2000 Eisenhower Blvd, Fort Lauderdale, FL, 3316",Fort Lauderdale,Florida,26.096724,-80.124231,#7A4A265,Terminal,,Portland Cement
Cemex Cement,Portland Cement,,844-532-3639,,"100 S Beach Rd., Jupiter, FL, 33469",Jupiter,Florida,26.9523951,-80.0817413,#7A4A266,Terminal,,Portland Cement
Cemex Cement,Portland Cement,,844-532-3639,,"3417 Port Sutton Rd., Tampa, FL, 33619",Tampa,Florida,28.077455,-82.447463,#7A4A267,Terminal,,Portland Cement
Cemex Cement,Portland Cement,,844-532-3639,,"500 Broadway, Riviera Beach, FL, 33404",Riviera Beach,Florida,26.7650155,-80.0553322,#7A4A268,Terminal,,Portland Cement
Cemex Cement,Portland Cement,,844-532-3639,,"213 South Robinson, Florence, CO, 81226",Florence,Colorado,38.3859178,-105.1128304,#7A4A269,Terminal,,Portland Cement
Cemex Cement,Portland Cement,,844-532-3639,,"5134 Ute Rd. , Longmont, CO, 80503",Longmont ,Colorado,40.202012,-105.107733,#7A4A270,Plant,,Portland Cement
Cemex Cement,Portland Cement,,844-532-3639,,"2580 Wald Road,  New Braunfels, TX, 78132",New Braunfels,Texas,29.6728499,-98.1820273,#7A4A271,Plant,,Portland Cement
Cemex Cement,Portland Cement,,844-532-3639,,"16530 De Zavala Rd., Channelview, TX, 77530",Channelview,Texas,29.767521,-95.104919,#7A4A272,Terminal,,Portland Cement
Cemex Cement,Portland Cement,,844-532-3639,,"6503 Industrial Way, Houston, TX, 77011",Houston,Texas,29.7517326,-95.3097213,#7A4A273,Terminal,,Portland Cement
Cemex Cement,Portland Cement,,844-532-3639,,"27734 Katy Brookshire Highway, Katy, TX, 77493",Katy,Texas,29.734394,-95.851969,#7A4A274,Terminal,,Portland Cement
Cemex Cement,Portland Cement,,844-532-3639,,"3900 Angle Road, Fort Worth, TX, 76106",Fort Worth,Texas,32.722806,-97.429429,#7A4A275,Terminal,,Portland Cement
Cemex Cement,Portland Cement,,844-532-3639,,"4200 Holly Shelter Road, Castle Hayne, NC, 28429",Castle Hayne,North Carolina,34.354022,-77.895412,#7A4A276,Terminal,,Portland Cement
Cemex Cement,Portland Cement,,844-532-3639,,"4700 Shuttleswoth Drive, Birmingham, AL, 35207",Birmingham,Alabama,33.456412,-86.801904,#7A4A277,Terminal,,Portland Cement
Cemex Cement,Portland Cement,,844-532-3639,,"2778 W Tharpe St., Tallahassee, FL, 32303",Tallahassee,Florida,30.4635624,-84.3216562,#7A4A278,Terminal,,Portland Cement
Cemex Cement,Portland Cement,,844-532-3639,,"10311 Cement Plant Rd., Brooksville, FL, 34601",Brooksville,Florida,28.473391,-82.540661,#7A4A279,Plant,,Portland Cement
Eagle Materials (Nevada Cement),Portland Cement,,775-575-2281,,1290 W. Main Street ,Fernley,Nevada,39.6077613,-119.2595439,#7A4A280,,,Portland Cement
Eagle Materials  (Redwood terminal),Portland Cement,,,,775 Seaport Blvd.,Redwood City,California,37.5086652,-122.209817,#7A4A281,Terminal,,Portland Cement
Eagle Materials (Stockton terminal),Portland Cement,,209-465-1921,,205 Port Road 1,Stockton,California,37.9493617,-121.3180073,#7A4A282,Terminal,,Portland Cement
Eagle Materials (Sacramento terminal),Portland Cement,,916-381-1333,,8310 Jackson Rd.,Sacramento,California,38.5464608,-121.3984519,#7A4A283,Terminal,,Portland Cement
Eagle Materials (Mountain Cement Co.),Portland Cement,,307-745-4879,,5 Sand Creek Rd.,Laramie,Wyoming,41.265971,-105.602389,#7A4A284,,,Portland Cement
Eagle Materials (Denver terminal),Portland Cement,Anthony Williamson,303-294-9142,,1630 35th St.,Denver,Colorado,39.7682181,-104.979148,#7A4A285,Terminal,,Portland Cement
Eagle Materials (Salt Lake City Terminal),Portland Cement,Randy Jacobs,801-328-4891,,615 West 800 South,Salt Lake City,Utah,40.751856,-111.908761,#7A4A286,Terminal,,Portland Cement
Eagle Materials (North Platte Terminal),Portland Cement,Rusty Mayfield,308-532-8029,,801 E. Front Street,North Platte,Nebraska,41.1389485,-100.7588878,#7A4A287,Terminal,,Portland Cement
Eagle Materials HQ,Portland Cement,,214-432-2000,info@eaglematerials.com,"5960 Berkshire lane, Suit 900",Dallas,Texas,32.864734,-96.809813,#7A4A288,HQ,,Portland Cement
Eagle Materials (Central Plains Cement Co.),Portland Cement,,816-257-4040,,2200 N. Courtney Road,Sugar Creek,Missouri,39.143138,-94.396644,#7A4A289,,,Portland Cement
Eagle Materials (Omaha terminal),Portland Cement,Keven Krull,402-453-6433,,1106  Ida St.,Omaha,Nebraska,41.3206152,-95.9277046,#7A4A290,Terminal,,Portland Cement
Eagle Materials (Witchita Terminal),Portland Cement,Joe DeThample,316-258-9668,,130 W MacArthru Rd.,Wichita ,Kansas,37.622676,-97.338422,#7A4A291,Terminal,,Portland Cement
Eagle Materials (DeMoines Terminal),Portland Cement,Jeremy Larson,515-802-8804,,410 Adventureland Dr. NE,Altoona,Iowa,41.6634697,-93.4608349,#7A4A292,Terminal,,Portland Cement
Eagle Materials (Kansas City Terminal),Portland Cement,Jerry Broadus,816-257-3616,,4200 N Cement City Rd.,Sugar Creek,Missouri,39.155553,-94.400191,#7A4A293,Terminal,,Portland Cement
Eagle Materials (Central Plains Cement Tulsa),Portland Cement,,844-873-2534,,2609 N 145th East Avenue,Tulsa,Oklahoma,36.3847851,-95.8121895,#7A4A294,,,Portland Cement
Eagle Materials (Oklahoma City Terminal),Portland Cement,Tyler DePriest,405-686-0320,,2728 SW 20th Street,Oklahoma City,Oklahoma,35.4448202,-97.5640753,#7A4A295,Terminal,,Portland Cement
Eagle Material (Springfield Terminal),Portland Cement,Brock Divine,417-862-3555,,2015 North Golden,Springfield,Missouri,37.2343065,-93.338597,#7A4A296,Terminal,,Portland Cement
Eagle Material (Texas Lehigh Cement Co.),Portland Cement,,512-295-3102,,1000 Jack C. Hays Trail,Buda,Texas,30.0742771,-97.8533597,#7A4A297,,,Portland Cement
Eagle Material (Buda Plant),Portland Cement,Derek Schueder,800-252-5408,,701 Cement Plant Rd.,Buda,Texas,29.742708,-97.715569,#7A4A298,Plant,,Portland Cement
Eagle Materials (Clington Slag Plant),Slag Cement,David Hamlin,346-499-2917,,9500 Clinton Dr.,Galena Park,Texas,29.7324792,-95.2310911,#7A4A299,Plant,,Portland Cement
Eagle Materials (Waco Terminal),Portland Cement,Steve Adkins,254-756-7999,,2002 Old Marlin Rd.,Waco,Texas,31.53559,-97.051,#7A4A300,Terminal,,Portland Cement
Eagle Materials (Houston Terminal),Portland Cement,Alfredo Munoz,713-868-8997,,565 T.C. Jester Blvd.,Houston,Texas,29.7833639,-95.4176839,#7A4A301,Terminal,,Portland Cement
Eagle Materials (Corpus Christi Terminal),Portland Cement,Antonio Melendez,361-883-6381,,1800 Navigation Rd.,Corpus Christi,Texas,27.8115,-97.453158,#7A4A302,Terminal,,Portland Cement
Eagle Materials (Roanoke Terminal),Portland Cement,William Seal,817-430-0047,,400 North Highway 377,Roanoke,Texas,33.0154706,-97.2191231,#7A4A303,Terminal,,Portland Cement
Eagle Materials (Illinois Cement Co.),Portland Cement,Todd Surrarrer,214-432-2000,,P.O. Box 442 1601 Rockwell Rd.,LaSalle,Illinois,41.3317859,-89.0674585,#7A4A304,,,Portland Cement
Eagle Materials (LaSalle Plant),Portland Cement,Shawn Mages,815-224-2112,,1601 Rockwell Rd.,LaSalle,Illinois,41.3317859,-89.0674585,#7A4A305,Plant,,Portland Cement
Eagle Materials (Wisconsin Terminal),Portland Cement,Nick Varani,262-367-5454,,701 West Capitol Rd.,Hartland ,Wisconsin,43.100621,-88.357808,#7A4A306,Terminal,,Portland Cement
Eagle Materials (South Beloit Terminal),Portland Cement,Dan Miller,815-289-1607,,13700 Dearborn Ave.,South Beloit,Illinois,42.470785,-89.020309,#7A4A307,Terminal,,Portland Cement
Eagle Materials (Ottwa Terminal),Portland Cement,,,,1447 E Norris Dr.,Ottawa,Illinois,41.3565322,-88.8258305,#7A4A308,Terminal,,Portland Cement
Eagle Materials (Fairborn Cement Co),Portland Cement,,937-878-8651,,3250 Linebaugh Rd.,Xenia,Ohio,39.779846,-83.974325,#7A4A309,,,Portland Cement
Eagle Materials (Columbus Terminal),Portland Cement,Grant Webber,614-755-9552,,220 Walnut St.,Blacklick,Ohio,39.995643,-82.8117999,#7A4A310,Terminal,,Portland Cement
Eagle Materials (Kosmos Cement Co.),Portland Cement,,502-935-7331,,15301 Dixie Highway,Louisville,Kentucky,38.0362745,-85.9085517,#7A4A311,,,Portland Cement
Eagle Materials (Pittsburgh Terminal),Portland Cement,,412-777-6047,,200 Neville Rd.,Pittsburgh,Pennsyvlania,40.4942282,-80.0809961,#7A4A312,Terminal,,Portland Cement
Eagle Materials (Charleston Terminal),Portland Cement,,304-345-2031,,1007 MacCorkle Ave SW,Charleston,West Virginia,38.3589104,-81.658674,#7A4A313,Terminal,,Portland Cement
Eagle Materials (Ceredo Terminal),Portland Cement,,502-933-0211,,Main Street and River Front,Ceredo,West Virginia,38.396529,-82.558723,#7A4A314,terminal ,,Portland Cement
Eagle Materials (Cincinnati Terminal),Portland Cement,,513-251-3366,,200 Barkley Avenue,Cincinnati ,Ohio,39.172095,-84.467874,#7A4A315,Terminal,,Portland Cement
Eagle materials (Lexington terminal),Portland Cement,,859-252-7555,,958 Delaware Ave,Lexington ,Kentucky,38.0384412,-84.4725932,#7A4A316,Terminal,,Portland Cement
Eagle Materials (Nashville Terminal),Portland Cement,,800-762-0040,,21 Oldham,Nashville ,Tennessee ,36.1746568,-86.7762352,#7A4A317,Terminal,,Portland Cement
Eagle Materials (Indianapolis Terminal),Portland Cement,,317-358-1295,,1051 S Emerson Ave,Indianapolis,Indiana,39.7540652,-86.0798045,#7A4A318,Terminal,,Portland Cement
Eagle Materials (Mount Vernon Terminal),Portland Cement,,812-838-3465,,3301 Port West-East,Mount Vernon,Indiana,39.007607,-85.652352,#7A4A319,Terminal,,Portland Cement
Monarch Cement Compnay,Portland Cement ,,,,5200 Park Ave.,Des Moines,Iowa,41.555461,-93.687619,#7A4A320,HQ,,Portland Cement
Monarch Cement Compnay,Portland Cement ,,,,20241 W. 183rd St.,Spring Hill,Kansas,38.796559,-94.8196054,#7A4A321,Terminal,,Portland Cement
Monarch Cement Compnay,Portland Cement ,,,,1105 E. Wyatt Earp Blvd.,Dodge City,Kansas,37.752339,-100.001708,#7A4A322,Terminal,,Portland Cement
Monarch Cement Compnay,Portland Cement ,,,,845 Farm Rd. 2035,Monett,Missouri,36.9267556,-93.9002869,#7A4A323,Terminal,,Portland Cement
Monarch Cement Compnay,Portland Cement ,,,,449 1200 St.,Humboldt,Kansas,37.79094,-95.435287,#7A4A324,HQ/Plant,,Portland Cement
Ash Grove Cement Co.,Portland Cement ,Tim Coin,501-225-9424,,11109 Richardson Dr.,North Little Rock,Arkansas,34.793534,-92.213143,#7A4A325,Sales Office,,Portland Cement
Ash Grove Cement Co.,Portland Cement ,Marco Gonzalez,870-542-3000,,4343 Highway 108,Foreman,Arkansas,33.695898,-94.42338,#7A4A326,Plant,,Portland Cement
Ash Grove Cement Co.,Portland Cement ,Charles Ashlock,501-372-1261,,301 South Buckeye St.,Little Rock,Arkansas,34.752089,-92.244433,#7A4A327,Terminal,,Portland Cement
Ash Grove Cement Co.,Portland Cement ,Bryan Howard,501-474-1289,,2954 River Road E.,Van Buren,Arkansas,35.4071493,-94.3249304,#7A4A328,Terminal,,Portland Cement
